	alias.number	alias	target.number	target	name	description	namespace
175	9659	ENTREZGENE_ACC:100129637	9659.1	N/A	N/A	N/A	N/A
176	9660	ENTREZGENE_ACC:100129716	9660.1	ENSG00000281357	ARRDC3-AS1	ARRDC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44145]	ENTREZGENE
177	9661	ENTREZGENE_ACC:100129726	9661.1	ENSG00000279873	LINC01126	long intergenic non-protein coding RNA 1126 [Source:HGNC Symbol;Acc:HGNC:49275]	ENTREZGENE
178	3085	ENTREZGENE_ACC:100129792	3085.1	ENSG00000198865	CCDC152	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]	ENTREZGENE
179	20354	ENTREZGENE_ACC:100129842	20354.1	ENSG00000237440	ZNF737	zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]	ENTREZGENE
180	9662	ENTREZGENE_ACC:100129935	9662.1	ENSG00000268153	AC005176.2	N/A	ENTREZGENE
181	7675	ENTREZGENE_ACC:10013	7675.1	ENSG00000094631	HDAC6	histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]	ENTREZGENE
182	9663	ENTREZGENE_ACC:100130015	9663.1	ENSG00000222019	URAHP	urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]	ENTREZGENE
183	6669	ENTREZGENE_ACC:100130017	6669.1	ENSG00000250426	FTLP10	ferritin, light polypeptide pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37959]	ENTREZGENE
184	8094	ENTREZGENE_ACC:100130086	8094.1	ENSG00000268738	HSFX2	heat shock transcription factor family, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:32701]	ENTREZGENE
185	9664	ENTREZGENE_ACC:100130093	9664.1	ENSG00000143740	SNAP47	synaptosomal-associated protein, 47kDa [Source:HGNC Symbol;Acc:HGNC:30669]	ENTREZGENE
186	9665	ENTREZGENE_ACC:100130148	9665.1	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:43741]	ENTREZGENE
187	9666	ENTREZGENE_ACC:100130238	9666.1	N/A	N/A	N/A	N/A
188	9667	ENTREZGENE_ACC:100130264	9667.1	ENSG00000179447	RP5-1027G4.3	N/A	ENTREZGENE
189	9668	ENTREZGENE_ACC:100130274	9668.1	ENSG00000255181	CCDC166	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]	ENTREZGENE
190	6062	ENTREZGENE_ACC:100130302	6062.1	N/A	N/A	N/A	N/A
191	1976	ENTREZGENE_ACC:100130311	1976.1	ENSG00000205710	C17ORF107	chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]	ENTREZGENE
192	9669	ENTREZGENE_ACC:100130331	9669.1	ENSG00000237250	RP11-193H5.1	N/A	ENTREZGENE
193	9670	ENTREZGENE_ACC:100130386	9670.1	ENSG00000279770	LINC00552	long intergenic non-protein coding RNA 552 [Source:HGNC Symbol;Acc:HGNC:43692]	ENTREZGENE
194	6475	ENTREZGENE_ACC:100130417	6475.1	ENSG00000223764	RP11-54O7.3	N/A	ENTREZGENE
195	3527	ENTREZGENE_ACC:100130418	3527.1	ENSG00000237438	CECR7	cat eye syndrome chromosome region, candidate 7 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:1845]	ENTREZGENE
196	13800	ENTREZGENE_ACC:100130449	13800.1	ENSG00000218416	PP14571	uncharacterized LOC100130449 [Source:EntrezGene;Acc:100130449]	ENTREZGENE
197	9671	ENTREZGENE_ACC:100130522	9671.1	ENSG00000267270	PARD6G-AS1	PARD6G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44109]	ENTREZGENE
198	9672	ENTREZGENE_ACC:100130557	9672.1	N/A	N/A	N/A	N/A
199	9673	ENTREZGENE_ACC:100130581	9673.1	N/A	N/A	N/A	N/A
200	4488	ENTREZGENE_ACC:100130613	4488.1	ENSG00000183631	PRR32	proline rich 32 [Source:HGNC Symbol;Acc:HGNC:34498]	ENTREZGENE
201	9674	ENTREZGENE_ACC:100130691	9674.1	ENSG00000213963	AC074286.1	N/A	ENTREZGENE
202	3524	ENTREZGENE_ACC:100130717	3524.1	ENSG00000185837	CECR5-AS1	CECR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1842]	ENTREZGENE
203	10306	ENTREZGENE_ACC:100130733	10306.1	ENSG00000186105	LRRC70	leucine rich repeat containing 70 [Source:HGNC Symbol;Acc:HGNC:35155]	ENTREZGENE
204	10304	ENTREZGENE_ACC:100130742	10304.1	ENSG00000214954	LRRC69	leucine rich repeat containing 69 [Source:HGNC Symbol;Acc:HGNC:34303]	ENTREZGENE
205	5363	ENTREZGENE_ACC:100130771	5363.1	N/A	N/A	N/A	N/A
206	9675	ENTREZGENE_ACC:100130776	9675.1	ENSG00000255737	AGAP2-AS1	AGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48633]	ENTREZGENE
207	9676	ENTREZGENE_ACC:100130872	9676.1	N/A	N/A	N/A	N/A
208	14266	ENTREZGENE_ACC:100130889	14266.1	ENSG00000204528	PSORS1C3	psoriasis susceptibility 1 candidate 3 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17203]	ENTREZGENE
209	9677	ENTREZGENE_ACC:100130932	9677.1	N/A	N/A	N/A	N/A
210	9678	ENTREZGENE_ACC:100130933	9678.1	ENSG00000259120	SMIM6	small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032]	ENTREZGENE
211	17503	ENTREZGENE_ACC:100130958	17503.1	ENSG00000205078	SYCE1L	synaptonemal complex central element protein 1-like [Source:HGNC Symbol;Acc:HGNC:37236]	ENTREZGENE
212	9679	ENTREZGENE_ACC:100130987	9679.1	N/A	N/A	N/A	N/A
213	2680	ENTREZGENE_ACC:100130988	2680.1	ENSG00000164500	C7ORF72	chromosome 7 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:22564]	ENTREZGENE
214	1596	ENTREZGENE_ACC:100131137	1596.1	ENSG00000188334	BSPH1	binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:33906]	ENTREZGENE
215	18806	ENTREZGENE_ACC:100131187	18806.1	ENSG00000215845	TSTD1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]	ENTREZGENE
216	9680	ENTREZGENE_ACC:100131193	9680.1	ENSG00000228544	CCDC183-AS1	CCDC183 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44105]	ENTREZGENE
217	18214	ENTREZGENE_ACC:100131211	18214.1	ENSG00000189362	NEMP2	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]	ENTREZGENE
218	1679	ENTREZGENE_ACC:100131213	1679.1	ENSG00000237149	ZNF503-AS2	ZNF503 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:23525]	ENTREZGENE
219	17021	ENTREZGENE_ACC:100131390	17021.1	ENSG00000217236	SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	ENTREZGENE
220	9681	ENTREZGENE_ACC:100131434	9681.1	ENSG00000241769	LINC00893	long intergenic non-protein coding RNA 893 [Source:HGNC Symbol;Acc:HGNC:44265]	ENTREZGENE
221	3309	ENTREZGENE_ACC:100131439	3309.1	ENSG00000204345	CD300LD	CD300 molecule-like family member d [Source:HGNC Symbol;Acc:HGNC:16848]	ENTREZGENE
222	5517	ENTREZGENE_ACC:100131454	5517.1	N/A	N/A	N/A	N/A
223	9682	ENTREZGENE_ACC:100131496	9682.1	ENSG00000267882	RP4-569M23.5	N/A	ENTREZGENE
224	9683	ENTREZGENE_ACC:100131551	9683.1	N/A	N/A	N/A	N/A
225	6432	ENTREZGENE_ACC:100131561	6432.1	N/A	N/A	N/A	N/A
226	9684	ENTREZGENE_ACC:100131691	9684.1	ENSG00000267858	MZF1-AS1	MZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51271]	ENTREZGENE
227	9685	ENTREZGENE_ACC:100131726	9685.1	ENSG00000204949	FAM83A-AS1	FAM83A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48658]	ENTREZGENE
228	2607	ENTREZGENE_ACC:100131814	2607.1	ENSG00000231028	LINC00271	long intergenic non-protein coding RNA 271 [Source:HGNC Symbol;Acc:HGNC:32526]	ENTREZGENE
229	19017	ENTREZGENE_ACC:100131816	19017.1	ENSG00000229547	UBE2DNL	ubiquitin-conjugating enzyme E2D N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28656]	ENTREZGENE
230	20346	ENTREZGENE_ACC:100131827	20346.1	ENSG00000227124	ZNF717	zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]	ENTREZGENE
231	6000	ENTREZGENE_ACC:100131897	6000.1	ENSG00000204767	FAM196B	family with sequence similarity 196, member B [Source:HGNC Symbol;Acc:HGNC:37271]	ENTREZGENE
232	9295	ENTREZGENE_ACC:100131902	9295.1	ENSG00000232263	KRTAP25-1	keratin associated protein 25-1 [Source:HGNC Symbol;Acc:HGNC:34003]	ENTREZGENE
233	15316	ENTREZGENE_ACC:100131998	15316.1	N/A	N/A	N/A	N/A
234	6094	ENTREZGENE_ACC:100132103	6094.1	ENSG00000225725	FAM66E	family with sequence similarity 66, member E [Source:HGNC Symbol;Acc:HGNC:18735]	ENTREZGENE
235	9686	ENTREZGENE_ACC:100132111	9686.1	N/A	N/A	N/A	N/A
236	9687	ENTREZGENE_ACC:100132215	9687.1	ENSG00000231609	AC009501.4	N/A	ENTREZGENE
237	9688	ENTREZGENE_ACC:100132247	9688.1	ENSG00000243716	NPIPB5	nuclear pore complex interacting protein family, member B5 [Source:HGNC Symbol;Acc:HGNC:37233]	ENTREZGENE
238	9689	ENTREZGENE_ACC:100132287	9689.1	N/A	N/A	N/A	N/A
239	9690	ENTREZGENE_ACC:100132288	9690.1	ENSG00000188681	TEKT4P2	tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]	ENTREZGENE
240	8922	ENTREZGENE_ACC:100132341	8922.1	ENSG00000131797	CLUHP3	clustered mitochondria (cluA/CLU1) homolog pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:28447]	ENTREZGENE
241	9691	ENTREZGENE_ACC:100132354	9691.1	N/A	N/A	N/A	N/A
242	9310	ENTREZGENE_ACC:100132386	9310.1	ENSG00000212722	KRTAP4-9	keratin associated protein 4-9 [Source:HGNC Symbol;Acc:HGNC:18910]	ENTREZGENE
243	6775	ENTREZGENE_ACC:100132399	6775.1	ENSG00000227488	GAGE12D	G antigen 12D [Source:HGNC Symbol;Acc:HGNC:31904]	ENTREZGENE
244	5924	ENTREZGENE_ACC:100132403	5924.1	N/A	N/A	N/A	N/A
245	11550	ENTREZGENE_ACC:100132406	11550.1	ENSG00000271425	NBPF10	neuroblastoma breakpoint family, member 10 [Source:HGNC Symbol;Acc:HGNC:31992]	ENTREZGENE
246	6289	ENTREZGENE_ACC:100132417	6289.1	N/A	N/A	N/A	N/A
247	6163	ENTREZGENE_ACC:100132464	6163.1	ENSG00000205865	FAM99B	family with sequence similarity 99, member B (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:32369]	ENTREZGENE
248	9308	ENTREZGENE_ACC:100132476	9308.1	ENSG00000240871	KRTAP4-7	keratin associated protein 4-7 [Source:HGNC Symbol;Acc:HGNC:18898]	ENTREZGENE
249	7185	ENTREZGENE_ACC:100132565	7185.1	N/A	N/A	N/A	N/A
250	9692	ENTREZGENE_ACC:100132707	9692.1	ENSG00000214106	PAXIP1-AS2	PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]	ENTREZGENE
251	2364	ENTREZGENE_ACC:100132708	2364.1	ENSG00000214081	CYP4F30P	cytochrome P450, family 4, subfamily F, polypeptide 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:25270]	ENTREZGENE
252	9693	ENTREZGENE_ACC:100132724	9693.1	N/A	N/A	N/A	N/A
253	9694	ENTREZGENE_ACC:100132831	9694.1	N/A	N/A	N/A	N/A
254	9695	ENTREZGENE_ACC:100132832	9695.1	N/A	N/A	N/A	N/A
255	5138	ENTREZGENE_ACC:100132911	5138.1	N/A	N/A	N/A	N/A
256	6093	ENTREZGENE_ACC:100132923	6093.1	N/A	N/A	N/A	N/A
257	6026	ENTREZGENE_ACC:100132929	6026.1	N/A	N/A	N/A	N/A
258	6032	ENTREZGENE_ACC:100132948	6032.1	N/A	N/A	N/A	N/A
259	7183	ENTREZGENE_ACC:100132979	7183.1	ENSG00000175676	GOLGA8EP	golgin A8 family, member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:32377]	ENTREZGENE
260	4480	ENTREZGENE_ACC:100132994	4480.1	ENSG00000215113	CXORF49B	chromosome X open reading frame 49B [Source:HGNC Symbol;Acc:HGNC:34229]	ENTREZGENE
261	6156	ENTREZGENE_ACC:100133036	6156.1	ENSG00000274628	FAM95B1	family with sequence similarity 95, member B1 [Source:EntrezGene;Acc:100133036]	ENTREZGENE
262	9696	ENTREZGENE_ACC:100133050	9696.1	N/A	N/A	N/A	N/A
263	6031	ENTREZGENE_ACC:100133121	6031.1	N/A	N/A	N/A	N/A
264	9697	ENTREZGENE_ACC:100133161	9697.1	N/A	N/A	N/A	N/A
265	17040	ENTREZGENE_ACC:100133171	17040.1	N/A	N/A	N/A	N/A
266	6091	ENTREZGENE_ACC:100133172	6091.1	N/A	N/A	N/A	N/A
267	2619	ENTREZGENE_ACC:100133205	2619.1	ENSG00000224843	LINC00240	long intergenic non-protein coding RNA 240 [Source:HGNC Symbol;Acc:HGNC:18772]	ENTREZGENE
268	15494	ENTREZGENE_ACC:100133234	15494.1	ENSG00000248522	SBF1P1	SET binding factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31098]	ENTREZGENE
269	9698	ENTREZGENE_ACC:100133308	9698.1	N/A	N/A	N/A	N/A
270	9699	ENTREZGENE_ACC:100133331	9699.1	N/A	N/A	N/A	N/A
271	9700	ENTREZGENE_ACC:100133469	9700.1	N/A	N/A	N/A	N/A
272	9701	ENTREZGENE_ACC:100133545	9701.1	ENSG00000226416	MRPL23-AS1	MRPL23 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42812]	ENTREZGENE
273	9702	ENTREZGENE_ACC:100133612	9702.1	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]	ENTREZGENE
274	9703	ENTREZGENE_ACC:100133669	9703.1	N/A	N/A	N/A	N/A
275	9704	ENTREZGENE_ACC:100133893	9704.1	N/A	N/A	N/A	N/A
276	9705	ENTREZGENE_ACC:100133920	9705.1	ENSG00000261522	RP11-407P15.1	N/A	ENTREZGENE
277	3297	ENTREZGENE_ACC:100133941	3297.1	ENSG00000272398	CD24	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]	ENTREZGENE
278	9706	ENTREZGENE_ACC:100133957	9706.1	ENSG00000267064	UXT-AS1	UXT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49239]	ENTREZGENE
279	9707	ENTREZGENE_ACC:100133985	9707.1	ENSG00000231327	AC016700.5	N/A	ENTREZGENE
280	9708	ENTREZGENE_ACC:100133991	9708.1	ENSG00000267278	MAP3K14-AS1	MAP3K14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44359]	ENTREZGENE
281	9709	ENTREZGENE_ACC:100134229	9709.1	ENSG00000260231	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48959]	ENTREZGENE
282	9710	ENTREZGENE_ACC:100134259	9710.1	ENSG00000239332	LINC01119	long intergenic non-protein coding RNA 1119 [Source:HGNC Symbol;Acc:HGNC:49262]	ENTREZGENE
283	9711	ENTREZGENE_ACC:100134368	9711.1	ENSG00000236829	Z97634.3	N/A	ENTREZGENE
284	9712	ENTREZGENE_ACC:100134713	9712.1	ENSG00000240889	NDUFB2-AS1	NDUFB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40396]	ENTREZGENE
285	9713	ENTREZGENE_ACC:100134868	9713.1	N/A	N/A	N/A	N/A
286	1975	ENTREZGENE_ACC:100134934	1975.1	ENSG00000257949	TEN1	TEN1 CST complex subunit [Source:HGNC Symbol;Acc:HGNC:37242]	ENTREZGENE
287	19183	ENTREZGENE_ACC:100134938	19183.1	ENSG00000267368	UPK3BL	uroplakin 3B-like [Source:HGNC Symbol;Acc:HGNC:37278]	ENTREZGENE
288	7674	ENTREZGENE_ACC:10014	7674.1	ENSG00000108840	HDAC5	histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]	ENTREZGENE
289	2031	ENTREZGENE_ACC:100141515	2031.1	ENSG00000187997	C17ORF99	chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:34490]	ENTREZGENE
290	11605	ENTREZGENE_ACC:100144596	11605.1	N/A	N/A	N/A	N/A
291	9714	ENTREZGENE_ACC:100144603	9714.1	ENSG00000205559	CHKB-AS1	CHKB antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:40146]	ENTREZGENE
292	9715	ENTREZGENE_ACC:100144604	9715.1	N/A	N/A	N/A	N/A
293	9055	ENTREZGENE_ACC:100144748	9055.1	ENSG00000227268	KLLN	killin, p53-regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]	ENTREZGENE
294	13100	ENTREZGENE_ACC:10015	13100.1	ENSG00000170248	PDCD6IP	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]	ENTREZGENE
295	9289	ENTREZGENE_ACC:100151643	9289.1	N/A	N/A	N/A	N/A
296	15109	ENTREZGENE_ACC:100151683	15109.1	ENSG00000264229	RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:HGNC:34016]	ENTREZGENE
297	15111	ENTREZGENE_ACC:100151684	15111.1	ENSG00000221676	RNU6ATAC	RNA, U6atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:HGNC:34017]	ENTREZGENE
298	15544	ENTREZGENE_ACC:100158262	15544.1	ENSG00000254911	SCARNA9	small Cajal body-specific RNA 9 [Source:HGNC Symbol;Acc:HGNC:32566]	ENTREZGENE
299	13101	ENTREZGENE_ACC:10016	13101.1	ENSG00000249915	PDCD6	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]	ENTREZGENE
300	14025	ENTREZGENE_ACC:100169750	14025.1	N/A	N/A	N/A	N/A
301	9716	ENTREZGENE_ACC:100169752	9716.1	ENSG00000237675	TEX36-AS1	TEX36 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49500]	ENTREZGENE
302	12942	ENTREZGENE_ACC:100169851	12942.1	ENSG00000236027	PATE3	prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]	ENTREZGENE
303	13201	ENTREZGENE_ACC:100169890	13201.1	N/A	N/A	N/A	N/A
304	16540	ENTREZGENE_ACC:100169951	16540.1	N/A	N/A	N/A	N/A
305	16541	ENTREZGENE_ACC:100169956	16541.1	N/A	N/A	N/A	N/A
306	16538	ENTREZGENE_ACC:100169959	16538.1	N/A	N/A	N/A	N/A
307	1415	ENTREZGENE_ACC:10017	1415.1	ENSG00000137875	BCL2L10	BCL2-like 10 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:993]	ENTREZGENE
308	16542	ENTREZGENE_ACC:100170217	16542.1	N/A	N/A	N/A	N/A
309	16543	ENTREZGENE_ACC:100170218	16543.1	N/A	N/A	N/A	N/A
310	16545	ENTREZGENE_ACC:100170219	16545.1	N/A	N/A	N/A	N/A
311	16547	ENTREZGENE_ACC:100170220	16547.1	N/A	N/A	N/A	N/A
312	16551	ENTREZGENE_ACC:100170221	16551.1	N/A	N/A	N/A	N/A
313	16552	ENTREZGENE_ACC:100170222	16552.1	N/A	N/A	N/A	N/A
314	16544	ENTREZGENE_ACC:100170226	16544.1	N/A	N/A	N/A	N/A
315	16546	ENTREZGENE_ACC:100170227	16546.1	N/A	N/A	N/A	N/A
316	16550	ENTREZGENE_ACC:100170228	16550.1	N/A	N/A	N/A	N/A
317	17232	ENTREZGENE_ACC:100170229	17232.1	ENSG00000226763	SRRM5	serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:HGNC:37248]	ENTREZGENE
318	2094	ENTREZGENE_ACC:100170765	2094.1	ENSG00000204978	ERICH4	glutamate-rich 4 [Source:HGNC Symbol;Acc:HGNC:34497]	ENTREZGENE
319	2028	ENTREZGENE_ACC:100170841	2028.1	ENSG00000273604	C17ORF96	chromosome 17 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:34493]	ENTREZGENE
320	9717	ENTREZGENE_ACC:100170939	9717.1	N/A	N/A	N/A	N/A
321	1416	ENTREZGENE_ACC:10018	1416.1	ENSG00000153094	BCL2L11	BCL2-like 11 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:994]	ENTREZGENE
322	18466	ENTREZGENE_ACC:100188893	18466.1	ENSG00000214736	TOMM6	translocase of outer mitochondrial membrane 6 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:34528]	ENTREZGENE
323	9718	ENTREZGENE_ACC:100188947	9718.1	N/A	N/A	N/A	N/A
324	9719	ENTREZGENE_ACC:100188949	9719.1	ENSG00000238121	LINC00426	long intergenic non-protein coding RNA 426 [Source:HGNC Symbol;Acc:HGNC:42761]	ENTREZGENE
325	11613	ENTREZGENE_ACC:100188953	11613.1	ENSG00000225194	LINC00092	long intergenic non-protein coding RNA 92 [Source:HGNC Symbol;Acc:HGNC:31408]	ENTREZGENE
326	11614	ENTREZGENE_ACC:100188954	11614.1	N/A	N/A	N/A	N/A
327	9720	ENTREZGENE_ACC:100189589	9720.1	ENSG00000237737	DCTN1-AS1	DCTN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44151]	ENTREZGENE
328	15908	ENTREZGENE_ACC:10019	15908.1	ENSG00000111252	SH2B3	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]	ENTREZGENE
329	9721	ENTREZGENE_ACC:100190938	9721.1	ENSG00000197291	RAMP2-AS1	RAMP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44358]	ENTREZGENE
330	9722	ENTREZGENE_ACC:100190939	9722.1	N/A	N/A	N/A	N/A
331	9723	ENTREZGENE_ACC:100190940	9723.1	N/A	N/A	N/A	N/A
332	2547	ENTREZGENE_ACC:100190949	2547.1	ENSG00000187658	C5ORF52	chromosome 5 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:35121]	ENTREZGENE
333	9724	ENTREZGENE_ACC:100190986	9724.1	N/A	N/A	N/A	N/A
334	2363	ENTREZGENE_ACC:100191040	2363.1	ENSG00000225556	C2CD4D	C2 calcium-dependent domain containing 4D [Source:HGNC Symbol;Acc:HGNC:37210]	ENTREZGENE
335	9725	ENTREZGENE_ACC:100192378	9725.1	ENSG00000253661	ZFHX4-AS1	ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44165]	ENTREZGENE
336	9726	ENTREZGENE_ACC:100192379	9726.1	ENSG00000226757	PP12613	uncharacterized LOC100192379 [Source:EntrezGene;Acc:100192379]	ENTREZGENE
337	6451	ENTREZGENE_ACC:100192386	6451.1	ENSG00000275620	FLJ16779	uncharacterized LOC100192386 [Source:EntrezGene;Acc:100192386]	ENTREZGENE
338	6483	ENTREZGENE_ACC:100192420	6483.1	ENSG00000235295	FLJ41941	uncharacterized LOC100192420 [Source:EntrezGene;Acc:100192420]	ENTREZGENE
339	9727	ENTREZGENE_ACC:100192426	9727.1	ENSG00000266149	RP11-789C17.3	N/A	ENTREZGENE
340	3423	ENTREZGENE_ACC:1002	3423.1	ENSG00000179242	CDH4	cadherin 4, type 1, R-cadherin (retinal) [Source:HGNC Symbol;Acc:HGNC:1763]	ENTREZGENE
341	7132	ENTREZGENE_ACC:10020	7132.1	ENSG00000159921	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]	ENTREZGENE
342	7662	ENTREZGENE_ACC:10021	7662.1	ENSG00000138622	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:HGNC Symbol;Acc:HGNC:16882]	ENTREZGENE
343	9728	ENTREZGENE_ACC:100216001	9728.1	ENSG00000231298	LINC00704	long intergenic non-protein coding RNA 704 [Source:HGNC Symbol;Acc:HGNC:44678]	ENTREZGENE
344	9729	ENTREZGENE_ACC:100216545	9729.1	N/A	N/A	N/A	N/A
345	8485	ENTREZGENE_ACC:10022	8485.1	ENSG00000172410	INSL5	insulin-like 5 [Source:HGNC Symbol;Acc:HGNC:6088]	ENTREZGENE
346	6622	ENTREZGENE_ACC:10023	6622.1	ENSG00000165879	FRAT1	frequently rearranged in advanced T-cell lymphomas 1 [Source:HGNC Symbol;Acc:HGNC:3944]	ENTREZGENE
347	9730	ENTREZGENE_ACC:100233209	9730.1	ENSG00000247774	PCED1B-AS1	PCED1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44166]	ENTREZGENE
348	18698	ENTREZGENE_ACC:10024	18698.1	ENSG00000135451	TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]	ENTREZGENE
349	9731	ENTREZGENE_ACC:100240726	9731.1	N/A	N/A	N/A	N/A
350	9732	ENTREZGENE_ACC:100240734	9732.1	ENSG00000249388	RP11-834C11.6	N/A	ENTREZGENE
351	9733	ENTREZGENE_ACC:100240735	9733.1	ENSG00000204814	RP11-160N1.10	N/A	ENTREZGENE
352	10736	ENTREZGENE_ACC:10025	10736.1	ENSG00000175221	MED16	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	ENTREZGENE
353	13378	ENTREZGENE_ACC:10026	13378.1	ENSG00000142892	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K [Source:HGNC Symbol;Acc:HGNC:8965]	ENTREZGENE
354	9734	ENTREZGENE_ACC:100268168	9734.1	ENSG00000204758	CTC-308K20.1	N/A	ENTREZGENE
355	9735	ENTREZGENE_ACC:100270710	9735.1	N/A	N/A	N/A	N/A
356	9736	ENTREZGENE_ACC:100270746	9736.1	N/A	N/A	N/A	N/A
357	9737	ENTREZGENE_ACC:100270804	9737.1	N/A	N/A	N/A	N/A
358	940	ENTREZGENE_ACC:100271715	940.1	ENSG00000214694	ARHGEF33	Rho guanine nucleotide exchange factor (GEF) 33 [Source:HGNC Symbol;Acc:HGNC:37252]	ENTREZGENE
359	9738	ENTREZGENE_ACC:100271722	9738.1	N/A	N/A	N/A	N/A
360	9739	ENTREZGENE_ACC:100271831	9739.1	N/A	N/A	N/A	N/A
361	9740	ENTREZGENE_ACC:100271832	9740.1	N/A	N/A	N/A	N/A
362	9563	ENTREZGENE_ACC:100271835	9563.1	N/A	N/A	N/A	N/A
363	9741	ENTREZGENE_ACC:100271836	9741.1	N/A	N/A	N/A	N/A
364	10759	ENTREZGENE_ACC:100271849	10759.1	ENSG00000213999	MEF2B	myocyte enhancer factor 2B [Source:HGNC Symbol;Acc:HGNC:6995]	ENTREZGENE
365	9742	ENTREZGENE_ACC:100272146	9742.1	N/A	N/A	N/A	N/A
366	11261	ENTREZGENE_ACC:100272147	11261.1	ENSG00000182712	CMC4	C-x(9)-C motif containing 4 [Source:HGNC Symbol;Acc:HGNC:35428]	ENTREZGENE
367	9743	ENTREZGENE_ACC:100272216	9743.1	N/A	N/A	N/A	N/A
